Name,Platform,Platform_Identifier,Year_of_Release,Genre,Genre_Identifier,Publisher,Publisher_Identifier,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Developer_Identifier,Rating,Rating_Identifier,Sales_Category,Sales_Category_Identifier
Code of Princess,3DS,16,2012,Action,1,Agatsuma Entertainment,4,0.16,0,0.03,0.01,0.2,67,38,7.6,73,Studio Saizensen,462,T,0,VERY LOW,0
Major League Baseball 2K11,PS3,14,2011,Sports,2,Take Two Interactive,21,0.15,0.03,0,0.02,0.2,72,13,6.3,9,Visual Concepts,261,E,1,VERY LOW,0
Dark Messiah of Might and Magic Elements,X360,15,2008,Role-Playing,4,Ubisoft,168,0.16,0.02,0.01,0.02,0.2,52,27,7,48,Ubisoft Annecy,330,M,2,VERY LOW,0
Planet 51,Wii,7,2009,Action,1,Sega,147,0.17,0.01,0,0.02,0.2,53,6,5.8,4,Pyro Studios,1261,E,1,VERY LOW,0
Dead to Rights II,PS2,13,2005,Shooter,3,Electronic Arts,126,0.1,0.08,0,0.03,0.2,51,32,5.3,7,WideScreen Games,1176,M,2,VERY LOW,0
FIFA 16,PC,0,2015,Sports,2,Electronic Arts,126,0.06,0.13,0,0.01,0.2,81,10,4.4,296,EA Sports,856,E,1,VERY LOW,0
NBA Live 14,XOne,5,2013,Sports,2,Electronic Arts,126,0.16,0.02,0,0.02,0.2,36,14,3.1,88,EA Sports,856,E,1,VERY LOW,0
Kung Fu Rider,PS3,14,2010,Action,1,Sony Computer Entertainment,34,0.06,0.09,0.01,0.03,0.2,36,45,3.7,21,SCE Japan Studio,41,E10+,3,VERY LOW,0
DarkStar One: Broken Alliance,X360,15,2010,Simulation,9,Kalypso Media,15,0.11,0.07,0,0.02,0.2,63,33,7.2,19,Gaming Minds Studios,96,T,0,VERY LOW,0
Dragon Ball: Xenoverse 2,XOne,5,2016,Action,1,Namco Bandai Games,0,0.11,0.07,0,0.02,0.2,73,8,7.3,29,Dimps Corporation,127,T,0,VERY LOW,0
Odin Sphere: Leifthrasir,PS4,3,2016,Role-Playing,4,Nippon Ichi Software,66,0.07,0.04,0.07,0.02,0.2,87,49,8.2,178,Vanillaware,1175,T,0,VERY LOW,0
Ty the Tasmanian Tiger 2: Bush Rescue,GC,4,2004,Platform,6,Electronic Arts,126,0.15,0.04,0,0.01,0.2,70,20,8.6,11,Krome Studios,904,E,1,VERY LOW,0
Body and Brain Connection,X360,15,2010,Misc,7,Namco Bandai Games,0,0.1,0.08,0,0.02,0.2,57,33,4.8,4,Namco Bandai Games,65,E,1,VERY LOW,0
Dragon Ball: Revenge of King Piccolo,Wii,7,2009,Action,1,Namco Bandai Games,0,0.12,0.03,0.03,0.02,0.2,65,25,7.3,15,Media Vision,311,E10+,3,VERY LOW,0
Warriors Orochi,PSP,1,2008,Action,1,Tecmo Koei,155,0.02,0,0.18,0,0.2,62,13,6.6,10,Omega Force Koei Canada,758,T,0,VERY LOW,0
MVP Baseball 2003,XB,2,2003,Sports,2,Electronic Arts,126,0.15,0.04,0,0.01,0.2,82,18,9,9,EA Sports,856,E,1,VERY LOW,0
Monster Jam,X360,15,2007,Racing,5,Activision,176,0.18,0,0,0.02,0.2,43,9,6.4,5,Torus Games,233,E,1,VERY LOW,0
Infinite Space,DS,11,2009,Role-Playing,4,Sega,147,0.06,0.05,0.07,0.01,0.2,75,46,9,61,PlatinumGames,1228,T,0,VERY LOW,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2,2005,Action,1,Disney Interactive Studios,124,0.15,0.04,0,0.01,0.2,72,31,6,6,Traveller's Tales,179,T,0,VERY LOW,0
NBA 07,PSP,1,2006,Sports,2,Sony Computer Entertainment,34,0.18,0,0,0.02,0.2,68,24,7,5,SCEA,708,E,1,VERY LOW,0
Two Worlds II,PC,0,2011,Role-Playing,4,Unknown,111,0.09,0.09,0,0.02,0.2,76,31,6.5,315,Reality Pump,453,M,2,VERY LOW,0
IHRA Drag Racing 2004,XB,2,2003,Racing,5,Bethesda Softworks,189,0.15,0.04,0,0.01,0.2,40,5,7.4,7,Bethesda Softworks,307,E,1,VERY LOW,0
The Legend of Heroes: Trails of Cold Steel,PS3,14,2013,Role-Playing,4,Nippon Ichi Software,66,0.05,0.02,0.12,0.01,0.2,86,12,7.7,128,Falcom,1181,T,0,VERY LOW,0
Clive Barker's Jericho,PS3,14,2007,Shooter,3,Codemasters,143,0.17,0.01,0,0.02,0.2,60,34,7.1,52,Mercury Steam Alchemic Productions,482,M,2,VERY LOW,0
Tekken 3D: Prime Edition,3DS,16,2012,Fighting,8,Nintendo,156,0.06,0.07,0.05,0.01,0.2,64,42,5.9,39,Arika,372,T,0,VERY LOW,0
Marvel: Ultimate Alliance 2,DS,11,2009,Role-Playing,4,Activision,176,0.16,0.03,0,0.02,0.2,65,7,6.7,9,nSpace,344,E10+,3,VERY LOW,0
Front Mission Evolved,X360,15,2010,Shooter,3,Square Enix,127,0.1,0.07,0.02,0.02,0.2,58,52,6.1,24,Double Helix Games,524,T,0,VERY LOW,0
From Russia With Love,XB,2,2005,Action,1,Electronic Arts,126,0.15,0.04,0,0.01,0.2,71,34,8.8,12,Electronic Arts,366,T,0,VERY LOW,0
Apache: Air Assault,PS3,14,2010,Simulation,9,Activision,176,0.11,0.06,0,0.03,0.2,66,17,6.1,12,Gaijin Entertainment,419,T,0,VERY LOW,0
Dying Light,PC,0,2015,Action,1,Warner Bros. Interactive Entertainment,69,0.12,0.06,0,0.02,0.2,75,40,7.9,1295,Techland,633,M,2,VERY LOW,0
Grandia II,DC,12,2000,Role-Playing,4,Ubisoft,168,0,0,0.2,0,0.2,90,17,8.8,57,Game Arts,1090,T,0,VERY LOW,0
Ridge Racer 6,X360,15,2005,Racing,5,Namco Bandai Games,0,0.1,0.02,0.07,0.01,0.2,74,65,7.1,28,Namco,1098,E,1,VERY LOW,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,13,2005,Action,1,Konami Digital Entertainment,22,0.1,0.08,0,0.03,0.2,53,20,7,10,KCE Studios,1047,E10+,3,VERY LOW,0
Zone of the Enders HD Collection,X360,15,2012,Simulation,9,Konami Digital Entertainment,22,0.14,0.03,0.01,0.02,0.2,75,21,8.8,20,High Voltage Software,885,M,2,VERY LOW,0
Record of Agarest War,X360,15,2008,Role-Playing,4,Compile Heart,227,0.18,0,0.01,0.01,0.2,71,7,7,35,Compile Heart,1011,T,0,VERY LOW,0
Gladius,PS2,13,2003,Strategy,10,Activision,176,0.1,0.08,0,0.03,0.2,78,27,8,22,LucasArts,888,T,0,VERY LOW,0
Earth Defense Force: Insect Armageddon,PS3,14,2011,Shooter,3,D3Publisher,68,0.06,0.04,0.08,0.02,0.2,63,28,7,24,Vicious Cycle,892,T,0,VERY LOW,0
Dave Mirra Freestyle BMX 2,XB,2,2001,Sports,2,Acclaim Entertainment,43,0.15,0.04,0,0.01,0.2,76,18,8.2,6,ZAxis Ltd.,146,T,0,VERY LOW,0
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,4,2002,Platform,6,THQ,41,0.15,0.04,0,0.01,0.2,66,4,8.3,10,Big Sky Software,710,E,1,VERY LOW,0
Taiko Drum Master,PS2,13,2004,Misc,7,Namco Bandai Games,0,0.1,0.08,0,0.03,0.2,77,35,8.1,8,Namco,1098,E,1,VERY LOW,0
Dungeon Hunter Alliance,PSV,10,2012,Action,1,Ubisoft,168,0.07,0.09,0,0.03,0.2,49,34,6.4,61,Ubisoft,855,T,0,VERY LOW,0
Forgotten Realms: Demon Stone,PS2,13,2004,Action,1,Atari,229,0.1,0.08,0,0.03,0.2,71,40,6.8,18,Stormfront Studios,10,T,0,VERY LOW,0
Soldier of Fortune: Payback,X360,15,2007,Shooter,3,Activision,176,0.18,0,0,0.02,0.2,50,35,5.6,20,Cauldron Ltd.,240,M,2,VERY LOW,0
Afro Samurai,PS3,14,2009,Action,1,Atari,229,0.12,0.05,0,0.03,0.2,65,52,6.1,27,Namco Bandai Games America Namco Bandai Games,138,M,2,VERY LOW,0
Silent Hill: Book of Memories,PSV,10,2012,Action,1,Konami Digital Entertainment,22,0.1,0.05,0,0.04,0.2,58,57,5.1,102,WayForward,463,M,2,VERY LOW,0
Playboy: The Mansion,PS2,13,2005,Simulation,9,Ubisoft,168,0.1,0.08,0,0.03,0.2,59,33,7.5,18,Cyberlore Studios,1043,M,2,VERY LOW,0
Baja: Edge of Control,X360,15,2008,Racing,5,THQ,41,0.12,0.06,0,0.02,0.2,65,35,7.1,18,2XL Games,182,E,1,VERY LOW,0
Tiger Woods PGA Tour 06,PSP,1,2005,Sports,2,Electronic Arts,126,0.18,0,0,0.01,0.2,80,15,7.9,8,Team Fusion,77,E,1,VERY LOW,0
Bleach: The 3rd Phantom,DS,11,2008,Role-Playing,4,Sega,147,0.1,0.02,0.07,0.01,0.2,59,28,8,10,Sega Tom Create,723,T,0,VERY LOW,0
MC Groovz Dance Craze,GC,4,2004,Misc,7,Mad Catz,160,0.15,0.04,0,0.01,0.2,42,8,6.8,9,Mad Catz,383,E,1,VERY LOW,0
The Thing,XB,2,2002,Adventure,11,Vivendi Games,245,0.15,0.04,0,0.01,0.2,78,21,6.6,14,Computer Artworks,903,M,2,VERY LOW,0
Untold Legends: Dark Kingdom,PS3,14,2006,Role-Playing,4,Electronic Arts,126,0.14,0.02,0.02,0.02,0.2,58,40,7.2,36,Sony Online Entertainment,779,T,0,VERY LOW,0
Plants vs. Zombies,PS3,14,2011,Strategy,10,PopCap Games,19,0.18,0,0,0.02,0.2,85,8,7.9,60,PopCap,325,E10+,3,VERY LOW,0
Baldur's Gate: Dark Alliance,XB,2,2002,Role-Playing,4,Virgin Interactive,30,0.15,0.04,0,0.01,0.2,83,25,8.3,26,Snowblind Studios,617,T,0,VERY LOW,0
Prince of Persia: Warrior Within,GC,4,2004,Action,1,Ubisoft,168,0.15,0.04,0,0.01,0.2,83,31,8.6,20,Ubisoft,855,M,2,VERY LOW,0
Warriors Orochi,X360,15,2007,Action,1,Tecmo Koei,155,0.17,0.01,0,0.02,0.2,53,27,7.4,13,Omega Force,1219,T,0,VERY LOW,0
Predator: Concrete Jungle,PS2,13,2005,Action,1,Vivendi Games,245,0.1,0.07,0,0.03,0.2,47,14,8.8,76,Eurocom Entertainment Software,166,M,2,VERY LOW,0
Arcana Heart 3,PS3,14,2011,Fighting,8,PQube,35,0.04,0.04,0.1,0.02,0.2,73,10,7.5,27,Examu,1165,T,0,VERY LOW,0
X-Men Origins: Wolverine,DS,11,2009,Action,1,Activision,176,0.15,0.03,0,0.02,0.2,55,8,8.1,8,Griptonite Games,425,E10+,3,VERY LOW,0
Big Mutha Truckers 2,PS2,13,2005,Racing,5,Xplosiv,9,0.1,0.07,0,0.03,0.2,51,26,2.1,9,Eutechnyx,268,M,2,VERY LOW,0
Armored Core 4,PS3,14,2006,Simulation,9,505 Games,25,0.09,0,0.09,0.01,0.2,65,36,6.8,25,From Software,573,T,0,VERY LOW,0
Solatorobo: Red the Hunter,DS,11,2010,Role-Playing,4,Nintendo,156,0.08,0.04,0.07,0.01,0.2,76,40,7.9,23,CyberConnect2,857,E10+,3,VERY LOW,0
NHL FaceOff 2001,PS2,13,2001,Sports,2,Sony Computer Entertainment,34,0.1,0.07,0,0.02,0.2,57,11,4,4,989 Sports,674,E,1,VERY LOW,0
Mana Khemia 2: Fall of Alchemy,PS2,13,2008,Role-Playing,4,Gust,57,0.07,0.05,0.05,0.02,0.2,70,12,8.2,17,Gust,566,T,0,VERY LOW,0
The Great Escape,PS2,13,2003,Action,1,SCi,77,0.1,0.07,0,0.02,0.2,57,19,8,21,Pivotal Games,864,T,0,VERY LOW,0
Castlevania: Lords of Shadow 2,PS3,14,2014,Action,1,Konami Digital Entertainment,22,0.03,0.12,0.02,0.03,0.2,63,55,7.8,528,Mercury Steam,934,M,2,VERY LOW,0
Big Mutha Truckers,XB,2,2002,Racing,5,Empire Interactive,97,0.15,0.04,0,0.01,0.19,59,12,4.3,9,Eutechnyx,268,T,0,VERY LOW,0
Way of the Samurai 4,PS3,14,2011,Action,1,Nippon Ichi Software,66,0,0.03,0.16,0.01,0.19,58,25,6.5,15,Acquire,393,M,2,VERY LOW,0
The Hobbit,GBA,6,2003,Platform,6,Vivendi Games,245,0.14,0.05,0,0,0.19,67,6,9.2,17,Saffire,1174,E,1,VERY LOW,0
The King of Fighters XI,PS2,13,2006,Fighting,8,Ignition Entertainment,158,0.07,0.06,0.04,0.02,0.19,75,30,8.5,15,SNK Playmore,1138,T,0,VERY LOW,0
Tom Clancy's Splinter Cell: Essentials,PSP,1,2006,Shooter,3,Ubisoft,168,0.17,0.01,0,0.02,0.19,58,37,7.5,39,Ubisoft,855,M,2,VERY LOW,0
Major League Baseball 2K12,PS3,14,2012,Sports,2,Take Two Interactive,21,0.18,0,0,0.02,0.19,68,8,4.4,5,Visual Concepts,261,E,1,VERY LOW,0
Family Guy,PSP,1,2006,Action,1,Take Two Interactive,21,0.18,0,0,0.02,0.19,51,14,6.3,15,High Voltage Software,885,M,2,VERY LOW,0
Sniper Elite,PS2,13,2005,Shooter,3,Ubisoft,168,0.1,0.07,0,0.02,0.19,76,21,8.9,36,Rebellion,1269,M,2,VERY LOW,0
Harry Potter and the Goblet of Fire,PSP,1,2005,Action,1,Electronic Arts,126,0.17,0,0,0.02,0.19,70,13,7.4,16,Electronic Arts,366,E10+,3,VERY LOW,0
Breath of Fire II,GBA,6,2001,Role-Playing,4,Ubisoft,168,0.14,0.05,0,0,0.19,81,16,8.8,16,Capcom,63,E,1,VERY LOW,0
UFC Personal Trainer: The Ultimate Fitness System,PS3,14,2011,Sports,2,THQ,41,0.08,0.08,0,0.03,0.19,65,8,2.4,5,THQ,1216,E,1,VERY LOW,0
Conan,X360,15,2007,Action,1,THQ,41,0.16,0.02,0,0.01,0.19,69,49,7.3,67,Nihilistic,76,M,2,VERY LOW,0
No More Heroes: Heroes' Paradise,PS3,14,2010,Action,1,Konami Digital Entertainment,22,0.1,0.04,0.04,0.02,0.19,72,38,7.3,38,FeelPlus,969,M,2,VERY LOW,0
Aliens vs Predator,PC,0,2010,Shooter,3,Sega,147,0,0.17,0,0.02,0.19,68,35,7.4,985,Rebellion,1269,M,2,VERY LOW,0
Captain America: Super Soldier,PS3,14,2011,Action,1,Sega,147,0.1,0.06,0,0.03,0.19,61,34,7.3,40,Next Level Games,299,T,0,VERY LOW,0
Manhunt,XB,2,2004,Action,1,Take Two Interactive,21,0.14,0.04,0,0.01,0.19,74,37,7.9,19,Rockstar North,1197,M,2,VERY LOW,0
NCAA Final Four 2003,PS2,13,2002,Sports,2,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.19,57,16,6,4,989 Sports,674,E,1,VERY LOW,0
Dynasty Warriors: Gundam 2,X360,15,2008,Action,1,Namco Bandai Games,0,0.07,0.03,0.08,0.01,0.19,49,30,7,18,Omega Force,1219,T,0,VERY LOW,0
Bound By Flame,PS4,3,2014,Role-Playing,4,Focus Home Interactive,258,0.08,0.09,0,0.03,0.19,53,40,5.9,230,Spiders,741,M,2,VERY LOW,0
Spectrobes: Origins,Wii,7,2009,Role-Playing,4,Disney Interactive Studios,124,0.16,0.02,0,0.01,0.19,71,22,8.4,16,Genki,1122,E10+,3,VERY LOW,0
DanceMasters,X360,15,2010,Misc,7,Konami Digital Entertainment,22,0.15,0.02,0.02,0.01,0.19,63,30,5.9,7,GCP1,270,E10+,3,VERY LOW,0
Breath of Fire: Dragon Quarter,PS2,13,2002,Role-Playing,4,Capcom,261,0.09,0.07,0,0.02,0.19,78,28,6.9,35,Capcom,63,T,0,VERY LOW,0
Shiren the Wanderer,Wii,7,2008,Role-Playing,4,Sega,147,0.08,0,0.11,0.01,0.19,71,21,7.6,5,ChunSoft,498,T,0,VERY LOW,0
LEGO Marvel's Avengers,3DS,16,2016,Action,1,Warner Bros. Interactive Entertainment,69,0.07,0.09,0.01,0.01,0.19,60,4,7.1,15,TT Games,828,E10+,3,VERY LOW,0
Spore Hero Arena,DS,11,2009,Simulation,9,Electronic Arts,126,0.18,0,0,0.01,0.19,49,11,2.6,8,Full Fat,1203,E,1,VERY LOW,0
Disney's Magical Mirror Starring Mickey Mouse,GC,4,2002,Adventure,11,Nintendo,156,0.15,0.04,0,0.01,0.19,50,9,8.9,10,Capcom,63,E,1,VERY LOW,0
Enchanted Arms,X360,15,2006,Role-Playing,4,Ubisoft,168,0.16,0.02,0,0.02,0.19,69,54,6.9,60,From Software,573,T,0,VERY LOW,0
Conflict: Denied Ops,X360,15,2008,Shooter,3,Eidos Interactive,259,0.08,0.09,0,0.02,0.19,52,35,4.9,22,Pivotal Games,864,M,2,VERY LOW,0
Mafia III,PC,0,2016,Action,1,Take Two Interactive,21,0.08,0.1,0,0.02,0.19,63,29,3.2,881,Hangar 13,926,M,2,VERY LOW,0
Mace Griffin: Bounty Hunter,PS2,13,2003,Shooter,3,Electronic Arts,126,0.09,0.07,0,0.02,0.19,62,19,8.3,7,Warthog,911,M,2,VERY LOW,0
Legacy of Kain: Defiance,XB,2,2003,Action,1,Eidos Interactive,259,0.14,0.04,0,0.01,0.19,74,30,7.9,21,Crystal Dynamics,875,M,2,VERY LOW,0
Final Fantasy XI,X360,15,2006,Role-Playing,4,Square Enix,127,0.17,0.01,0,0.01,0.19,66,25,6.5,33,Square Enix,921,T,0,VERY LOW,0
Peter Jackson's King Kong: The Official Game of the Movie,PSP,1,2005,Action,1,Ubisoft,168,0.16,0.01,0,0.02,0.19,56,10,6.4,22,Phoenix Games Studio,917,T,0,VERY LOW,0
Fighter Within,XOne,5,2013,Fighting,8,Ubisoft,168,0.11,0.07,0,0.02,0.19,23,39,3,211,Ubisoft,855,T,0,VERY LOW,0
Aliens versus Predator: Extinction,PS2,13,2003,Strategy,10,Electronic Arts,126,0.09,0.07,0,0.02,0.19,66,17,8.4,30,Zono Inc.,320,T,0,VERY LOW,0
Shrek: Forever After,PS3,14,2010,Platform,6,Activision,176,0.16,0.02,0,0.02,0.19,57,11,4.5,6,Xpec,678,E10+,3,VERY LOW,0
X-Men Origins: Wolverine,PSP,1,2009,Action,1,Activision,176,0.13,0.03,0,0.03,0.19,60,6,7.5,12,Griptonite Games,425,T,0,VERY LOW,0
NHL Hitz Pro,PS2,13,2003,Sports,2,Midway Games,146,0.09,0.07,0,0.02,0.19,79,23,8.9,13,Next Level Games,299,E,1,VERY LOW,0
Space Invaders Extreme 2,DS,11,2009,Shooter,3,Square Enix,127,0.17,0.01,0,0.01,0.19,82,38,7.1,8,Taito Corporation,540,E,1,VERY LOW,0
Need for Speed: The Run,3DS,16,2011,Action,1,Electronic Arts,126,0.09,0.09,0,0.02,0.19,65,9,6,26,Firebrand Games,936,E10+,3,VERY LOW,0
Supreme Commander 2,PC,0,2010,Strategy,10,Square Enix,127,0,0.15,0,0.04,0.19,77,54,6.2,803,Gas Powered Games,23,E10+,3,VERY LOW,0
Quantum Theory,PS3,14,2010,Shooter,3,Tecmo Koei,155,0.05,0.09,0.02,0.03,0.19,43,34,5.3,21,Tecmo,1034,M,2,VERY LOW,0
Dawn of Discovery,Wii,7,2009,Simulation,9,Ubisoft,168,0.12,0.06,0,0.02,0.19,81,24,8.5,15,Keen Games,632,E10+,3,VERY LOW,0
Guitar Hero Live,WiiU,9,2015,Misc,7,Activision,176,0.12,0.05,0,0.02,0.19,84,4,6.1,36,Activision FreeStyleGames,216,T,0,VERY LOW,0
Frequency,PS2,13,2001,Misc,7,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.19,83,26,9,29,Harmonix Music Systems,1009,E,1,VERY LOW,0
Dynasty Warriors 8: Empires,PS4,3,2014,Action,1,Tecmo Koei,155,0.06,0.07,0.03,0.03,0.19,63,30,7.5,42,Omega Force,1219,T,0,VERY LOW,0
2002 FIFA World Cup,XB,2,2002,Sports,2,Electronic Arts,126,0.14,0.04,0,0.01,0.19,79,17,9,4,Software Creations,89,E,1,VERY LOW,0
SpongeBob SquigglePants 3D,3DS,16,2011,Misc,7,THQ,41,0.13,0.05,0,0.02,0.19,64,8,6,8,WayForward,463,E,1,VERY LOW,0
Sudeki,XB,2,2004,Role-Playing,4,Microsoft Game Studios,14,0.14,0.04,0,0.01,0.19,72,75,8.4,49,Climax Group,792,M,2,VERY LOW,0
Majin and the Forsaken Kingdom,X360,15,2010,Adventure,11,Namco Bandai Games,0,0.14,0.03,0,0.01,0.19,74,46,8.1,24,Game Republic,416,T,0,VERY LOW,0
Silent Hill HD Collection,X360,15,2012,Action,1,Konami Digital Entertainment,22,0.11,0.06,0.01,0.02,0.19,69,17,5.6,98,Konami,489,M,2,VERY LOW,0
Arc Rise Fantasia,Wii,7,2009,Role-Playing,4,Marvelous Interactive,60,0.12,0,0.06,0.01,0.19,64,26,7.8,43,Image Epoch Imageepoch,703,T,0,VERY LOW,0
South Park: The Stick of Truth,PC,0,2014,Role-Playing,4,Ubisoft,168,0.07,0.1,0,0.01,0.19,85,48,8.6,1739,Obsidian Entertainment,693,M,2,VERY LOW,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,4,2004,Action,1,Konami Digital Entertainment,22,0.15,0.04,0,0.01,0.19,49,16,4.6,7,Konami,489,T,0,VERY LOW,0
MLB 12: The Show,PSV,10,2012,Sports,2,Sony Computer Entertainment,34,0.17,0,0,0.02,0.19,76,15,7.8,42,SCEA San Diego Studios,373,E,1,VERY LOW,0
NBA 2K11,PC,0,2010,Action,1,Take Two Interactive,21,0.18,0,0,0.01,0.19,82,6,8.6,37,Visual Concepts,261,E,1,VERY LOW,0
WWE All Stars,Wii,7,2011,Fighting,8,THQ,41,0.1,0.07,0,0.02,0.19,68,11,7,8,THQ,1216,T,0,VERY LOW,0
Naruto: Ninja Destiny,DS,11,2006,Fighting,8,Namco Bandai Games,0,0.02,0.01,0.16,0,0.19,61,22,4.4,10,Takara Tomy,251,T,0,VERY LOW,0
FaceBreaker,X360,15,2008,Fighting,8,Electronic Arts,126,0.15,0.02,0,0.02,0.19,54,57,6.3,19,EA Canada,538,T,0,VERY LOW,0
Spider-Man: Shattered Dimensions,DS,11,2010,Action,1,Activision,176,0.17,0.01,0,0.01,0.19,73,13,7,6,Griptonite Games,425,E10+,3,VERY LOW,0
Lunar Legend,GBA,6,2002,Role-Playing,4,Media Rings,24,0.14,0.05,0,0,0.19,79,20,7.8,8,Magic Rings,115,E,1,VERY LOW,0
Conflict: Global Terror,PS2,13,2005,Shooter,3,Eidos Interactive,259,0.09,0.07,0,0.02,0.19,62,15,8.5,10,Pivotal Games,864,M,2,VERY LOW,0
Dante's Inferno,PSP,1,2010,Action,1,Electronic Arts,126,0.12,0.03,0.01,0.02,0.19,70,14,8.1,46,Artificial Mind and Movement EA Redwood Shores,579,M,2,VERY LOW,0
Injustice: Gods Among Us,WiiU,9,2013,Fighting,8,Warner Bros. Interactive Entertainment,69,0.09,0.08,0,0.02,0.19,82,5,7.9,112,NetherRealm Studios,43,T,0,VERY LOW,0
Tomb Raider: Underworld,DS,11,2008,Action,1,Eidos Interactive,259,0.15,0.02,0,0.01,0.19,70,9,8.4,10,Santa Cruz Games,211,T,0,VERY LOW,0
Death Jr.,PSP,1,2005,Platform,6,Konami Digital Entertainment,22,0.17,0,0,0.01,0.19,61,40,7.3,21,Backbone Entertainment,1215,T,0,VERY LOW,0
Hulk,GC,4,2003,Action,1,Universal Interactive,31,0.15,0.04,0,0.01,0.19,71,26,7.4,7,Radical Entertainment,944,T,0,VERY LOW,0
Phantasy Star Universe,PS2,13,2006,Role-Playing,4,Sega,147,0,0,0.19,0,0.19,68,18,8.5,23,Sonic Team,737,T,0,VERY LOW,0
Gungrave,PS2,13,2002,Shooter,3,Activision,176,0.09,0.07,0,0.02,0.19,65,28,8.6,16,Seta Corporation,860,M,2,VERY LOW,0
Transworld Surf,PS2,13,2002,Sports,2,Atari,229,0.09,0.07,0,0.02,0.19,76,15,8.5,6,Rockstar San Diego,499,T,0,VERY LOW,0
Tenchu: Fatal Shadows,PS2,13,2004,Action,1,Sega,147,0.09,0.07,0,0.02,0.19,58,33,8,24,K2 LLC,769,M,2,VERY LOW,0
50 Cent: Blood on the Sand,PS3,14,2009,Shooter,3,THQ,41,0.1,0.06,0.01,0.03,0.19,72,37,7.2,57,Swordfish Studios,613,M,2,VERY LOW,0
Metro: Last Light,PC,0,2013,Action,1,Deep Silver,95,0.06,0.11,0,0.02,0.19,82,71,8.6,2654,4A Games,692,M,2,VERY LOW,0
Evolve,PC,0,2015,Shooter,3,Take Two Interactive,21,0.08,0.1,0,0.02,0.19,77,39,4.3,969,Turtle Rock Studios,1189,M,2,VERY LOW,0
Resident Evil: Revelations,WiiU,9,2013,Action,1,Capcom,261,0.07,0.07,0.03,0.01,0.19,80,19,7.5,146,Capcom,63,M,2,VERY LOW,0
The Legend of Spyro: A New Beginning,GC,4,2006,Platform,6,Vivendi Games,245,0.15,0.04,0,0.01,0.19,67,13,7.3,11,Krome Studios,904,E10+,3,VERY LOW,0
Armored Core: For Answer,PS3,14,2008,Simulation,9,Ubisoft,168,0.06,0.02,0.1,0.01,0.19,62,22,7.6,31,From Software,573,T,0,VERY LOW,0
Harry Potter and the Prisoner of Azkaban,XB,2,2004,Action,1,Electronic Arts,126,0.14,0.04,0,0.01,0.19,67,23,8.8,10,EA Games,527,E,1,VERY LOW,0
Street Fighter X Tekken,PSV,10,2012,Fighting,8,Capcom,261,0.1,0.04,0.01,0.03,0.19,79,25,7.5,66,Capcom,63,T,0,VERY LOW,0
The Legend of Heroes: Trails of Cold Steel II,PSV,10,2014,Role-Playing,4,Nippon Ichi Software,66,0.02,0.02,0.13,0.01,0.19,80,23,7.3,73,Falcom,1181,T,0,VERY LOW,0
Rise of the Kasai,PS2,13,2005,Action,1,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.19,68,37,8,5,BottleRocket Entertainment,761,M,2,VERY LOW,0
Risen,X360,15,2009,Role-Playing,4,Deep Silver,95,0.07,0.11,0,0.01,0.19,60,37,6.4,77,Piranha Bytes,1085,M,2,VERY LOW,0
Nostalgia,DS,11,2008,Role-Playing,4,Tecmo Koei,155,0.16,0,0.02,0.01,0.19,72,36,7.6,19,Matrix Software,1173,E10+,3,VERY LOW,0
Dynasty Warriors Gundam,X360,15,2007,Action,1,Namco Bandai Games,0,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20,Koei Omega Force,764,T,0,VERY LOW,0
Chibi-Robo! Park Patrol,DS,11,2007,Adventure,11,Unknown,111,0,0,0.19,0,0.19,78,14,7.5,13,Skip Ltd.,587,E,1,VERY LOW,0
Tom Clancy's Splinter Cell: Blacklist,PC,0,2013,Action,1,Ubisoft,168,0.04,0.13,0,0.01,0.19,82,13,7.4,754,Ubisoft Toronto,652,M,2,VERY LOW,0
One Piece: Unlimited Adventure,Wii,7,2007,Adventure,11,Namco Bandai Games,0,0.07,0,0.11,0.01,0.19,67,17,8.5,32,Ganbarion,110,T,0,VERY LOW,0
Shaun White Skateboarding,PS3,14,2010,Sports,2,Ubisoft,168,0.11,0.05,0,0.03,0.19,61,26,6.5,8,Ubisoft Montreal,164,T,0,VERY LOW,0
Conflict: Denied Ops,PS3,14,2008,Shooter,3,Eidos Interactive,259,0.05,0.1,0,0.03,0.19,51,28,3.1,25,Pivotal Games,864,M,2,VERY LOW,0
Binary Domain,X360,15,2012,Action,1,Sega,147,0.09,0.06,0.02,0.02,0.19,74,43,8,185,Sega,1164,M,2,VERY LOW,0
Ice Age: Dawn of the Dinosaurs,PS3,14,2009,Action,1,Activision,176,0.13,0.03,0,0.02,0.19,67,23,7.3,7,Activision,781,E10+,3,VERY LOW,0
