Name,Platform,Platform_Identifier,Year_of_Release,Genre,Genre_Identifier,Publisher,Publisher_Identifier,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Developer_Identifier,Rating,Rating_Identifier,Sales_Category,Sales_Category_Identifier
Robin Hood: Defender of the Crown,PS2,13,2003,Strategy,10,Capcom,261,0.09,0.07,0,0.02,0.19,59,18,5.6,5,Cinemaware,302,T,0,VERY LOW,0
R-Type Final,PS2,13,2003,Shooter,3,Metro 3D,38,0.09,0.07,0,0.02,0.19,79,50,9.1,21,Irem,40,E,1,VERY LOW,0
Bolt,PS3,14,2008,Adventure,11,Disney Interactive Studios,124,0.12,0.04,0,0.02,0.19,59,11,6.8,6,Avalanche Software,338,E10+,3,VERY LOW,0
Sega GT 2002,XB,2,2002,Racing,5,Sega,147,0.12,0.03,0.03,0.01,0.19,82,24,8.2,24,Wow Entertainment,159,E,1,VERY LOW,0
F1 2011,PC,0,2011,Racing,5,Codemasters,143,0,0.15,0,0.04,0.19,83,10,7.2,83,Codemasters,609,E,1,VERY LOW,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,13,2005,Action,1,Activision,176,0.09,0.07,0,0.02,0.19,68,13,8.1,15,Krome Studios,904,E10+,3,VERY LOW,0
Samurai Warriors 2: Empires,PS2,13,2006,Action,1,Tecmo Koei,155,0,0,0.19,0,0.19,55,20,7.3,7,Omega Force,1219,T,0,VERY LOW,0
Blood Omen 2,XB,2,2002,Action,1,Eidos Interactive,259,0.14,0.04,0,0.01,0.19,76,22,9,9,Crystal Dynamics,875,M,2,VERY LOW,0
Earth Defense Force: Insect Armageddon,X360,15,2011,Shooter,3,D3Publisher,68,0.1,0.04,0.03,0.01,0.19,68,40,8.2,45,Vicious Cycle,892,T,0,VERY LOW,0
Major League Baseball 2K10,PS3,14,2010,Sports,2,Take Two Interactive,21,0.17,0,0,0.01,0.19,74,19,5.3,4,Visual Concepts,261,E,1,VERY LOW,0
Saints Row IV,PC,0,2013,Action,1,Deep Silver,95,0.11,0.06,0,0.02,0.19,86,45,7.4,1543,Volition Inc.,767,M,2,VERY LOW,0
Harry Potter: Quidditch World Cup,XB,2,2003,Sports,2,Electronic Arts,126,0.14,0.04,0,0.01,0.19,69,14,7.5,4,Electronic Arts,366,E,1,VERY LOW,0
Dance Central: Spotlight,XOne,5,2014,Misc,7,Microsoft Game Studios,14,0.15,0.03,0,0,0.19,74,19,7,47,Harmonix Music Systems,1009,T,0,VERY LOW,0
Warriors: Legends of Troy,PS3,14,2011,Action,1,Tecmo Koei,155,0.06,0.04,0.07,0.02,0.19,44,22,7,24,Tecmo Koei Canada,1193,M,2,VERY LOW,0
La Pucelle: Tactics,PS2,13,2002,Role-Playing,4,Tecmo Koei,155,0.09,0.07,0,0.02,0.19,79,47,8.5,15,Nippon Ichi Software,19,T,0,VERY LOW,0
Arcania: Gothic 4,PC,0,2010,Role-Playing,4,JoWood Productions,129,0.09,0.08,0,0.02,0.19,63,25,4.4,307,Spellbound,27,T,0,VERY LOW,0
NBA Ballers: Chosen One,X360,15,2008,Sports,2,Midway Games,146,0.17,0,0,0.01,0.19,55,42,4.2,15,Midway,75,E,1,VERY LOW,0
Tiger Woods PGA Tour 07,XB,2,2006,Sports,2,Electronic Arts,126,0.13,0.05,0,0.01,0.19,81,21,6.8,6,EA Redwood Shores,839,E,1,VERY LOW,0
Disney's Meet the Robinsons,Wii,7,2007,Action,1,Disney Interactive Studios,124,0.17,0,0,0.01,0.19,62,11,6.3,4,Buena Vista Games,358,E10+,3,VERY LOW,0
Sword Art Online: Hollow Realization,PS4,3,2016,Role-Playing,4,Namco Bandai Games,0,0.06,0.02,0.1,0.02,0.19,69,32,7.7,52,Bandai Namco Games,52,T,0,VERY LOW,0
The Lord of the Rings: War in the North,PC,0,2011,Action,1,Warner Bros. Interactive Entertainment,69,0.05,0.11,0,0.03,0.19,66,21,7.1,289,Snowblind Studios,617,M,2,VERY LOW,0
SBK X: Superbike World Championship,X360,15,2010,Racing,5,Black Bean Games,242,0.1,0.07,0,0.02,0.19,74,13,8.3,8,Milestone S.r.l,518,E10+,3,VERY LOW,0
Rango: The Video Game,PS3,14,2011,Action,1,Electronic Arts,126,0.07,0.09,0,0.03,0.19,65,23,6.4,7,Behaviour Interactive,188,E10+,3,VERY LOW,0
EverQuest Online Adventures: Frontiers,PS2,13,2003,Role-Playing,4,Sony Online Entertainment,164,0.09,0.07,0,0.02,0.19,77,16,8.5,17,Sony Online Entertainment,779,T,0,VERY LOW,0
Fairy Fencer F,PS3,14,2013,Role-Playing,4,Nippon Ichi Software,66,0.05,0.03,0.09,0.02,0.19,65,31,7.4,50,Compile Heart,1011,T,0,VERY LOW,0
Shadows of the Damned,X360,15,2011,Action,1,Electronic Arts,126,0.1,0.06,0.01,0.02,0.19,76,76,8.4,139,Grasshopper Manufacture,1092,M,2,VERY LOW,0
Phantasy Star Online Ver. 2,DC,12,2001,Role-Playing,4,Sega,147,0,0,0.19,0,0.19,80,10,8.9,18,Sonic Team,737,T,0,VERY LOW,0
Fight Club,PS2,13,2004,Fighting,8,Vivendi Games,245,0.09,0.07,0,0.02,0.18,36,28,4.4,22,Genuine Games,389,M,2,VERY LOW,0
Samurai Warriors: State of War,PSP,1,2005,Action,1,Tecmo Koei,155,0.07,0,0.11,0.01,0.18,64,30,6.4,8,Omega Force,1219,T,0,VERY LOW,0
Dragon Blade: Wrath of Fire,Wii,7,2007,Action,1,D3Publisher,68,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,671,T,0,VERY LOW,0
The Munchables,Wii,7,2009,Action,1,Namco Bandai Games,0,0.17,0,0,0.01,0.18,71,33,8.2,5,Now Production,13,E,1,VERY LOW,0
Close Combat: First to Fight,XB,2,2005,Shooter,3,Take Two Interactive,21,0.14,0.04,0,0.01,0.18,69,46,7.8,10,Destineer,130,T,0,VERY LOW,0
Indiana Jones and the Emperor's Tomb,XB,2,2003,Action,1,LucasArts,37,0.14,0.04,0,0.01,0.18,73,43,8.6,17,Double Helix Games,524,T,0,VERY LOW,0
Buffy the Vampire Slayer: Chaos Bleeds,PS2,13,2003,Action,1,Vivendi Games,245,0.09,0.07,0,0.02,0.18,72,27,8.9,47,Eurocom Entertainment Software,166,T,0,VERY LOW,0
Ty the Tasmanian Tiger,XB,2,2002,Platform,6,Electronic Arts,126,0.14,0.04,0,0.01,0.18,68,13,8.5,11,Krome Studios,904,E,1,VERY LOW,0
Heavy Fire: Afghanistan,PS3,14,2011,Shooter,3,Unknown,111,0.17,0,0,0.02,0.18,39,5,3.3,16,Teyon,1240,T,0,VERY LOW,0
Siren,PS2,13,2003,Adventure,11,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.18,72,48,7.8,41,SCE Japan Studio,41,M,2,VERY LOW,0
NARC,XB,2,2005,Shooter,3,Midway Games,146,0.14,0.04,0,0.01,0.18,51,27,2.8,6,Point of View,317,M,2,VERY LOW,0
Driver: San Francisco,PC,0,2011,Racing,5,Ubisoft,168,0.05,0.1,0,0.03,0.18,80,11,7,332,Ubisoft Reflections,922,T,0,VERY LOW,0
Shape Up,XOne,5,2014,Misc,7,Ubisoft,168,0.08,0.09,0,0.01,0.18,58,6,8.3,28,Ubisoft Montreal,164,E,1,VERY LOW,0
Amplitude,PS2,13,2003,Misc,7,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.18,86,35,8.8,26,Harmonix Music Systems,1009,T,0,VERY LOW,0
Disgaea DS,DS,11,2008,Role-Playing,4,Square Enix,127,0.11,0.01,0.05,0.01,0.18,82,32,7.5,35,Nippon Ichi Software,19,T,0,VERY LOW,0
Gauntlet: Seven Sorrows,XB,2,2005,Role-Playing,4,Midway Games,146,0.14,0.04,0,0.01,0.18,61,36,7.8,4,Midway,75,T,0,VERY LOW,0
AirForce Delta Storm,XB,2,2001,Shooter,3,Konami Digital Entertainment,22,0.14,0.04,0,0.01,0.18,61,21,7.1,7,KCE Studios,1047,E,1,VERY LOW,0
Fear Effect 2: Retro Helix,PS,8,2001,Action,1,Eidos Interactive,259,0.1,0.07,0,0.01,0.18,84,15,8.9,17,Kronos Digital Entertainment,335,M,2,VERY LOW,0
Atelier Shallie: Alchemists of the Dusk Sea,PS3,14,2014,Role-Playing,4,Tecmo Koei,155,0.06,0.02,0.08,0.02,0.18,76,26,7.7,44,Gust,566,E10+,3,VERY LOW,0
Call of Duty: World at War,PC,0,2008,Shooter,3,Activision,176,0.02,0.14,0,0.03,0.18,83,36,7.5,721,Treyarch,1245,M,2,VERY LOW,0
CSI: Fatal Conspiracy,PS3,14,2010,Adventure,11,Ubisoft,168,0.11,0.05,0,0.02,0.18,39,5,5.6,13,Telltale Games,97,M,2,VERY LOW,0
Vietcong: Purple Haze,PS2,13,2004,Shooter,3,Gathering of Developers,100,0.09,0.07,0,0.02,0.18,48,11,4.3,6,Coyote Developments,611,M,2,VERY LOW,0
Syndicate,X360,15,2012,Shooter,3,Electronic Arts,126,0.1,0.06,0,0.02,0.18,74,65,7.1,174,Starbreeze,1100,M,2,VERY LOW,0
Zumba Fitness Rush,X360,15,2012,Sports,2,505 Games,25,0,0.16,0,0.02,0.18,73,7,6.2,5,Majesco Games Majesco,1253,E10+,3,VERY LOW,0
Call of Juarez,X360,15,2007,Shooter,3,Ubisoft,168,0.14,0.02,0,0.01,0.18,71,37,6.9,46,Techland,633,M,2,VERY LOW,0
Ghostbusters: The Video Game,PSP,1,2009,Action,1,Atari,229,0.16,0.01,0,0.02,0.18,54,13,4.7,13,Red Fly Studio,457,E10+,3,VERY LOW,0
Bloody Roar: Primal Fury,GC,4,2002,Fighting,8,Activision,176,0.14,0.04,0,0,0.18,75,27,8.5,20,Eighting/Raizing,430,T,0,VERY LOW,0
MotoGP,Wii,7,2009,Racing,5,Capcom,261,0.05,0.11,0,0.02,0.18,44,10,5.4,11,Milestone S.r.l,518,E,1,VERY LOW,0
Mushroom Men: The Spore Wars,Wii,7,2008,Action,1,SouthPeak Games,167,0.16,0.01,0,0.01,0.18,72,37,8.7,33,Red Fly Studio,457,E10+,3,VERY LOW,0
Saint Seiya: Soldiers' Soul,PS4,3,2015,Fighting,8,Namco Bandai Games,0,0,0.12,0.04,0.02,0.18,59,30,7.8,45,Dimps Corporation,127,T,0,VERY LOW,0
LEGO Harry Potter: Years 5-7,PSV,10,2012,Action,1,Warner Bros. Interactive Entertainment,69,0.07,0.07,0,0.03,0.18,64,19,6.8,21,Traveller's Tales,179,E10+,3,VERY LOW,0
Corpse Party: Blood Drive,PSV,10,2014,Adventure,11,Marvelous Interactive,60,0.08,0.01,0.06,0.03,0.18,60,19,7.4,58,5pb,2,M,2,VERY LOW,0
The Last Airbender,DS,11,2010,Action,1,THQ,41,0.13,0.04,0,0.01,0.18,69,6,7,4,THQ,1216,E10+,3,VERY LOW,0
MotoGP 14 ,PS4,3,2014,Racing,5,Milestone S.r.l.,76,0.04,0.11,0,0.03,0.18,73,28,6.4,26,Milestone S.r.l,518,E,1,VERY LOW,0
Alone in the Dark,Wii,7,2008,Adventure,11,Atari,229,0.09,0.08,0,0.02,0.18,39,10,4.4,34,Hydravision,141,M,2,VERY LOW,0
Six Flags Fun Park,DS,11,2008,Misc,7,Brash Entertainment,3,0.17,0,0,0.01,0.18,34,4,7,4,Brash Entertainment,805,E,1,VERY LOW,0
Test Drive Off-Road Wide Open,XB,2,2001,Racing,5,Infogrames,116,0.15,0.03,0,0.01,0.18,64,21,8.3,9,Rockstar San Diego,499,E,1,VERY LOW,0
WWE All Stars,PSP,1,2011,Fighting,8,THQ,41,0.12,0.04,0,0.03,0.18,70,4,6.6,5,THQ,1216,T,0,VERY LOW,0
Bad Boys: Miami Takedown,XB,2,2004,Shooter,3,Empire Interactive,97,0.14,0.04,0,0.01,0.18,35,20,5.9,9,Blitz Games,401,M,2,VERY LOW,0
Valhalla Knights 3,PSV,10,2013,Role-Playing,4,Xseed Games,141,0.04,0.01,0.12,0.01,0.18,48,19,6.8,56,K2,227,M,2,VERY LOW,0
Mega Man X: Command Mission,PS2,13,2004,Role-Playing,4,Capcom,261,0.09,0.07,0,0.02,0.18,69,27,7.1,18,Valuewave Co.Ltd.,590,E,1,VERY LOW,0
Tokyo Xtreme Racer DRIFT,PS2,13,2003,Racing,5,Genki,33,0.09,0.07,0,0.02,0.18,59,13,8.6,15,Genki,1122,E,1,VERY LOW,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,11,2005,Action,1,Disney Interactive Studios,124,0.15,0.01,0,0.01,0.18,65,20,7.5,4,Amaze Entertainment,561,E10+,3,VERY LOW,0
Cabela's Big Game Hunter 2005 Adventures,XB,2,2004,Sports,2,Activision,176,0.13,0.04,0,0.01,0.18,65,5,8.3,6,FUN Labs,145,T,0,VERY LOW,0
Senran Kagura: Estival Versus,PSV,10,2015,Action,1,Marvelous Interactive,60,0.04,0.02,0.09,0.02,0.18,71,4,7.4,34,Marvelous Inc.,909,M,2,VERY LOW,0
GRID Autosport,PS3,14,2014,Racing,5,Codemasters,143,0.05,0.09,0.01,0.03,0.18,75,35,6.8,62,Codemasters,609,E,1,VERY LOW,0
Half-Minute Hero,PSP,1,2009,Role-Playing,4,Rising Star Games,209,0.08,0.01,0.07,0.01,0.18,84,41,7.8,38,Opus,627,E10+,3,VERY LOW,0
Gauntlet: Dark Legacy,GC,4,2002,Action,1,Midway Games,146,0.14,0.04,0,0,0.18,60,20,9.1,16,Midway,75,T,0,VERY LOW,0
The Chronicles of Narnia: Prince Caspian,X360,15,2008,Action,1,Disney Interactive Studios,124,0.16,0.01,0,0.01,0.18,56,24,7.5,13,Traveller's Tales,179,T,0,VERY LOW,0
Shadow The Hedgehog,XB,2,2005,Platform,6,Sega,147,0.13,0.04,0,0.01,0.18,49,24,5.5,36,Sega,1164,E10+,3,VERY LOW,0
World of Outlaws: Sprint Cars,X360,15,2010,Racing,5,THQ,41,0.17,0,0,0.01,0.18,57,4,8.1,10,Big Ant Studios,754,E,1,VERY LOW,0
Van Helsing,XB,2,2007,Action,1,Activision,176,0.13,0.04,0,0.01,0.18,63,32,7.6,8,Saffire,1174,T,0,VERY LOW,0
Grand Slam Tennis 2,X360,15,2012,Sports,2,Electronic Arts,126,0.1,0.06,0,0.02,0.18,71,45,5.1,14,EA Sports,856,E,1,VERY LOW,0
Ben 10 Ultimate Alien: Cosmic Destruction,X360,15,2010,Platform,6,D3Publisher,68,0.1,0.06,0,0.02,0.18,51,5,5.3,4,Papaya Studios,1218,E10+,3,VERY LOW,0
Pure Futbol,X360,15,2010,Sports,2,Ubisoft,168,0.08,0.08,0,0.02,0.18,38,20,7.9,29,Ubisoft Vancouver,823,E,1,VERY LOW,0
Spider-Man: Friend or Foe,PSP,1,2007,Action,1,Activision,176,0.16,0,0,0.01,0.18,58,7,4.4,9,Artificial Mind and Movement,300,E10+,3,VERY LOW,0
Gun,GC,4,2005,Shooter,3,Activision,176,0.14,0.04,0,0,0.18,77,27,8.6,8,Neversoft Entertainment,641,M,2,VERY LOW,0
SoulCalibur Legends,Wii,7,2007,Action,1,Namco Bandai Games,0,0.16,0.01,0,0.01,0.18,52,35,5.7,24,Namco Bandai Games,65,T,0,VERY LOW,0
Aliens: Colonial Marines,PC,0,2013,Shooter,3,Sega,147,0.1,0.06,0,0.02,0.18,45,40,3.5,1156,Gearbox Software,863,M,2,VERY LOW,0
Tiger Woods PGA Tour 2004,GBA,6,2003,Sports,2,Electronic Arts,126,0.13,0.05,0,0,0.18,75,5,7.5,4,Backbone Emeryville,541,E,1,VERY LOW,0
FIFA Soccer 11,PC,0,2010,Sports,2,Electronic Arts,126,0,0.14,0,0.04,0.18,83,16,7.7,102,EA Sports,856,E,1,VERY LOW,0
Borderlands,PC,0,2009,Shooter,3,Take Two Interactive,21,0.01,0.14,0,0.03,0.18,81,37,7.8,1363,Gearbox Software,863,M,2,VERY LOW,0
de Blob 2,Wii,7,2011,Platform,6,THQ,41,0.11,0.06,0,0.02,0.18,79,20,8.1,26,Blue Tongue Entertainment,1260,E10+,3,VERY LOW,0
Silent Hill 4: The Room,XB,2,2004,Action,1,Konami Digital Entertainment,22,0.14,0.04,0,0.01,0.18,76,43,8.3,26,KCET,256,M,2,VERY LOW,0
Commandos 2: Men of Courage,PS2,13,2002,Strategy,10,Eidos Interactive,259,0.09,0.07,0,0.02,0.18,67,19,6.8,11,Pyro Studios,1261,T,0,VERY LOW,0
Remember Me,X360,15,2013,Action,1,Capcom,261,0.1,0.06,0,0.02,0.18,70,42,7.5,267,DONTNOD Entertainment,1273,M,2,VERY LOW,0
Brink,PC,0,2011,Shooter,3,Bethesda Softworks,189,0.06,0.09,0,0.03,0.18,70,38,6,547,Splash Damage,889,T,0,VERY LOW,0
FIFA Soccer 2002,GC,4,2001,Sports,2,Electronic Arts,126,0.14,0.04,0,0,0.18,81,13,8,9,EA Sports,856,E,1,VERY LOW,0
Disney's Tarzan Untamed,GC,4,2001,Platform,6,Ubisoft,168,0.14,0.04,0,0,0.18,61,11,7.4,8,Ubisoft Montreal,164,E,1,VERY LOW,0
Trinity Universe,PS3,14,2009,Role-Playing,4,Nippon Ichi Software,66,0.07,0.05,0.03,0.02,0.18,62,25,7.2,28,Gust Idea Factory,1211,T,0,VERY LOW,0
Senran Kagura: Estival Versus,PS4,3,2015,Action,1,Marvelous Interactive,60,0.08,0,0.08,0.02,0.18,67,25,8,96,Marvelous Inc.,909,M,2,VERY LOW,0
Ball Breakers,PS,8,2000,Action,1,Take Two Interactive,21,0.1,0.07,0,0.01,0.18,68,10,5.3,4,Lost Toys,1282,E,1,VERY LOW,0
Splatterhouse,X360,15,2010,Action,1,Namco Bandai Games,0,0.14,0.03,0,0.01,0.18,62,51,7.6,60,Namco Bandai Games America Namco Bandai Games,138,M,2,VERY LOW,0
EyeToy: Groove,PS2,13,2003,Misc,7,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.18,73,34,8,5,SCEE,642,E,1,VERY LOW,0
You Don't Know Jack,PS3,14,2011,Misc,7,THQ,41,0.16,0,0,0.01,0.18,82,11,7.3,18,Jellyvision Iron Galaxy Studios,1217,T,0,VERY LOW,0
Charlie and the Chocolate Factory,GC,4,2005,Adventure,11,Global Star,74,0.14,0.04,0,0,0.18,39,16,3.2,6,High Voltage Software Backbone Entertainment,484,E,1,VERY LOW,0
Armored Core: Last Raven,PS2,13,2005,Simulation,9,505 Games,25,0.05,0.04,0.08,0.01,0.18,59,16,8.9,14,From Software,573,T,0,VERY LOW,0
Burnout Legends,DS,11,2005,Racing,5,Electronic Arts,126,0.15,0.02,0,0.01,0.18,38,12,6,59,Visual Impact,1229,E,1,VERY LOW,0
College Hoops 2K7,PS3,14,2007,Sports,2,Take Two Interactive,21,0.16,0,0,0.01,0.18,81,9,7.1,8,2K Sports,748,E,1,VERY LOW,0
K-1 World Grand Prix,PS2,13,2002,Sports,2,Konami Digital Entertainment,22,0.04,0.03,0.1,0.01,0.18,67,24,9,7,Konami,489,T,0,VERY LOW,0
Juiced,XB,2,2005,Racing,5,THQ,41,0.13,0.04,0,0.01,0.18,68,39,9.1,15,Juice Games,391,T,0,VERY LOW,0
Naruto Shippuden: Dragon Blade Chronicles,Wii,7,2009,Action,1,505 Games,25,0.11,0.01,0.05,0.01,0.18,38,14,3,12,Eighting Takara Tomy,135,E10+,3,VERY LOW,0
DiRT Showdown,PS3,14,2012,Racing,5,Codemasters,143,0.02,0.12,0,0.03,0.18,75,27,6.3,43,Codemasters,609,E10+,3,VERY LOW,0
Sonic Riders: Zero Gravity,PS2,13,2008,Racing,5,Sega,147,0.09,0.07,0,0.02,0.18,56,16,8.3,27,Sonic Team,737,E,1,VERY LOW,0
UFC: Sudden Impact,PS2,13,2004,Fighting,8,Global Star,74,0.09,0.07,0,0.02,0.18,54,29,7.7,7,Opus,627,T,0,VERY LOW,0
Full Auto 2: Battlelines,PS3,14,2006,Racing,5,Sega,147,0.14,0.02,0,0.02,0.18,67,43,7.6,25,Pseudo Interactive,759,T,0,VERY LOW,0
College Hoops 2K8,X360,15,2007,Sports,2,Take Two Interactive,21,0.16,0,0,0.01,0.18,81,21,6.9,16,Visual Concepts,261,E,1,VERY LOW,0
How to Train Your Dragon,PS3,14,2010,Action,1,Activision,176,0.12,0.03,0,0.02,0.18,51,18,7,6,Etranges Libellules,403,E10+,3,VERY LOW,0
Dynasty Warriors: Gundam 3,X360,15,2010,Action,1,Tecmo Koei,155,0.11,0.03,0.02,0.01,0.18,65,27,7.8,20,Koei Tecmo Games,129,T,0,VERY LOW,0
NHL 2004,XB,2,2003,Sports,2,Electronic Arts,126,0.13,0.04,0,0.01,0.18,85,21,6.5,31,EA Black Box,452,E,1,VERY LOW,0
Velvet Assassin,X360,15,2009,Shooter,3,DTP Entertainment,226,0.14,0.02,0.01,0.01,0.18,56,46,7.1,55,Replay Studios ML Enterprises,603,M,2,VERY LOW,0
MindJack,PS3,14,2011,Shooter,3,Square Enix,127,0.07,0.07,0,0.03,0.18,44,31,1.7,46,FeelPlus,969,M,2,VERY LOW,0
NBA Live 16,PS4,3,2015,Sports,2,Electronic Arts,126,0.1,0.04,0,0.03,0.18,59,27,6.1,70,EA Sports,856,E,1,VERY LOW,0
WWE SmackDown vs. Raw 2009,DS,11,2008,Fighting,8,THQ,41,0.14,0.02,0,0.01,0.18,58,15,7.8,6,TOSE,155,T,0,VERY LOW,0
Dead or Alive Paradise,PSP,1,2010,Misc,7,Ubisoft Annecy,12,0.07,0.02,0.07,0.02,0.18,38,34,5.6,37,Team Ninja Tecmo,782,M,2,VERY LOW,0
Dark Souls II,PC,0,2014,Role-Playing,4,Namco Bandai Games,0,0.08,0.08,0,0.01,0.17,91,36,7.1,2318,From Software,573,T,0,VERY LOW,0
The Suffering: Ties That Bind,PS2,13,2005,Action,1,Midway Games,146,0.09,0.07,0,0.02,0.17,75,37,8,23,Surreal Software,751,M,2,VERY LOW,0
EyeToy: Kinetic,PS2,13,2005,Sports,2,Sony Computer Entertainment,34,0.09,0.07,0,0.02,0.17,78,32,8.3,11,SCEE London Studio,807,E,1,VERY LOW,0
Project Spark,XOne,5,2014,Misc,7,Microsoft Game Studios,14,0.11,0.05,0,0.02,0.17,73,26,7,151,Microsoft Game Studios,650,E10+,3,VERY LOW,0
Army Men: Sarge's Heroes 2,PS2,13,2001,Shooter,3,Midas Interactive Entertainment,253,0.09,0.07,0,0.02,0.17,54,15,4.6,5,3DO,949,T,0,VERY LOW,0
Winning Eleven: Pro Evolution Soccer 2007,DS,11,2006,Sports,2,Konami Digital Entertainment,22,0,0,0.17,0,0.17,63,5,7.9,12,KCET,256,E,1,VERY LOW,0
Warriors of Might and Magic,PS2,13,2001,Adventure,11,3DO,225,0.09,0.07,0,0.02,0.17,49,12,4.5,6,3DO,949,T,0,VERY LOW,0
Rapala Fishing Frenzy 2009,PS3,14,2008,Sports,2,Activision,176,0.16,0,0,0.01,0.17,31,4,4.4,9,FUN Labs,145,E,1,VERY LOW,0
Ridge Racer,PSV,10,2011,Racing,5,Namco Bandai Games,0,0.03,0.07,0.05,0.02,0.17,44,39,3.7,59,Namco Bandai Games Cellius,1054,E10+,3,VERY LOW,0
Major League Baseball 2K9,PS3,14,2009,Sports,2,Spike,65,0.16,0,0,0.01,0.17,61,19,4,6,2K Sports,748,E,1,VERY LOW,0
Smash Court Tennis Pro Tournament,PS2,13,2002,Sports,2,Sony Computer Entertainment,34,0.08,0.07,0,0.02,0.17,73,15,7.4,10,Namco,1098,E,1,VERY LOW,0
Race Pro,X360,15,2009,Racing,5,Atari,229,0.06,0.09,0,0.02,0.17,72,54,7,60,SimBin,444,E,1,VERY LOW,0
NBA Inside Drive 2004,XB,2,2003,Sports,2,Microsoft Game Studios,14,0.13,0.04,0,0.01,0.17,71,31,8.2,11,High Voltage Software,885,E,1,VERY LOW,0
Gretzky NHL 2005,PS2,13,2004,Sports,2,Sony Computer Entertainment,34,0.08,0.07,0,0.02,0.17,66,24,9.1,14,Page 44 Studios,346,E,1,VERY LOW,0
Dungeon Siege III,PC,0,2011,Role-Playing,4,Square Enix,127,0.08,0.08,0,0.02,0.17,72,37,4.7,399,Obsidian Entertainment,693,T,0,VERY LOW,0
The Hobbit,GC,4,2003,Platform,6,Vivendi Games,245,0.13,0.03,0,0,0.17,61,17,7.3,8,Inevitable Entertainment,172,E,1,VERY LOW,0
Skate it,DS,11,2008,Sports,2,Electronic Arts,126,0.14,0.02,0,0.01,0.17,72,13,7.8,12,Exient Entertainment,1082,E,1,VERY LOW,0
True Crime: New York City,GC,4,2005,Action,1,Activision,176,0.13,0.03,0,0,0.17,59,25,8.8,24,Exakt,388,M,2,VERY LOW,0
Metal Arms: Glitch in the System,XB,2,2003,Shooter,3,Vivendi Games,245,0.13,0.04,0,0.01,0.17,82,35,8.7,15,Swingin' Ape,597,T,0,VERY LOW,0
Toukiden Kiwami,PS4,3,2015,Action,1,Tecmo Koei,155,0.05,0.07,0.02,0.02,0.17,74,35,7.6,74,Koei Tecmo Games,129,T,0,VERY LOW,0
The Secret World,PC,0,2012,Role-Playing,4,Funcom,204,0.07,0.08,0,0.02,0.17,74,55,8.2,1326,Funcom,704,M,2,VERY LOW,0
MDK2 Armageddon,PS2,13,2001,Shooter,3,Virgin Interactive,30,0.08,0.07,0,0.02,0.17,80,19,8.3,11,BioWare,1023,T,0,VERY LOW,0
NHL 2K9,X360,15,2008,Sports,2,Take Two Interactive,21,0.15,0.01,0,0.01,0.17,69,33,6.7,7,Visual Concepts,261,E10+,3,VERY LOW,0
Fight Night Round 2,GC,4,2005,Fighting,8,Electronic Arts,126,0.13,0.03,0,0,0.17,87,32,7.9,7,EA Sports,856,T,0,VERY LOW,0
Disney's Atlantis: The Lost Empire,PS,8,2001,Platform,6,Sony Computer Entertainment,34,0.1,0.07,0,0.01,0.17,73,7,8.5,6,Eurocom Entertainment Software,166,E,1,VERY LOW,0
Stormrise,PS3,14,2009,Strategy,10,Sega,147,0.13,0.02,0,0.02,0.17,51,28,5.3,20,Creative Assembly,1068,M,2,VERY LOW,0
Psi-Ops: The Mindgate Conspiracy,XB,2,2004,Shooter,3,Midway Games,146,0.13,0.04,0,0.01,0.17,84,55,7.9,18,Midway,75,M,2,VERY LOW,0
X-Men: The Official Game,X360,15,2006,Action,1,Activision,176,0.16,0,0,0.01,0.17,52,57,6.1,20,ZAxis Ltd.,146,T,0,VERY LOW,0
SWAT: Global Strike Team,XB,2,2003,Shooter,3,Vivendi Games,245,0.13,0.04,0,0.01,0.17,69,22,6.3,7,Argonaut Games,504,M,2,VERY LOW,0
Hitman: HD Trilogy,X360,15,2013,Action,1,Square Enix,127,0.07,0.08,0,0.02,0.17,69,14,7.2,45,Io Interactive,1083,M,2,VERY LOW,0
Goblin Commander: Unleash the Horde,PS2,13,2003,Strategy,10,Jaleco,171,0.08,0.07,0,0.02,0.17,68,21,8.7,14,Jaleco Entertainment,50,T,0,VERY LOW,0
World Destruction League: Thunder Tanks,PS2,13,2000,Action,1,3DO,225,0.08,0.07,0,0.02,0.17,65,16,5.9,7,3DO,949,T,0,VERY LOW,0
Tom Clancy's Ghost Recon: Future Soldier,PC,0,2012,Shooter,3,Ubisoft,168,0.05,0.1,0,0.02,0.17,71,13,4.9,368,Ubisoft Paris,706,M,2,VERY LOW,0
PlayStation Move Heroes,PS3,14,2011,Platform,6,Sony Computer Entertainment,34,0.08,0.06,0,0.03,0.17,53,39,6.1,16,Nihilistic,76,E10+,3,VERY LOW,0
RoadKill,PS2,13,2003,Action,1,Midway Games,146,0.08,0.07,0,0.02,0.17,71,27,7.9,11,Terminal Reality,369,M,2,VERY LOW,0
